Race,Date,Place,Time,Category,Sex,Country,Lane,Person 1,Person 2,split time 1,split time 2,split time 3,Total Time,Final Rank,Air Temp,Wind Speed,Wind Direction,Day,Month,Year,Competiton Type_WORLD CHAMP,Competiton Type_WORLD CUP,Competiton Type_WORLDCHAMPIONSHIPS,Competiton Type_WORLDCHAMPIONSHIPS  ,Competiton Type_WORLDCUP,Competition Round_FINAL A,Competition Round_FINAL B,Competition Round_FINAL C,Competition Round_HEAT,Competition Round_SEMI FINAL,Competition Round_SEMIFINAL
10.05.2013_15:24,10.05.2013,SZEGED,15:24,SEN,M,DEN,9.0,Larsen Martin,Axelsen William,53,109,167,223,7.0,,,,10.0,5.0,2013.0,False,True,False,False,False,False,False,False,False,False,True
10.05.2013_15:24,10.05.2013,SZEGED,15:24,SEN,M,BLR,7.0,Liapioshka Aliaksandr,Bialko Vitaliy,51,108,168,224,8.0,,,,10.0,5.0,2013.0,False,True,False,False,False,False,False,False,False,False,True
10.05.2013_15:24,10.05.2013,SZEGED,15:24,SEN,M,KGZ,1.0,Parol Aleksandr,Dorofeev Igor,55,114,179,239,9.0,,,,10.0,5.0,2013.0,False,True,False,False,False,False,False,False,False,False,True
10.05.2013_15:31,10.05.2013,SZEGED,15:31,SEN,M,CZE,5.0,Havel Daniel,Štěrba Jan,50,106,161,215,1.0,,,,10.0,5.0,2013.0,False,True,False,False,False,False,False,False,False,False,True
10.05.2013_15:31,10.05.2013,SZEGED,15:31,SEN,M,SWE,3.0,Hemselius Daniel,Barsk Johannes,52,108,164,217,2.0,,,,10.0,5.0,2013.0,False,True,False,False,False,False,False,False,False,False,True
10.05.2013_15:31,10.05.2013,SZEGED,15:31,SEN,M,GRB,4.0,Rutherford Edward,Daniels Andrew,51,108,163,217,3.0,,,,10.0,5.0,2013.0,False,True,False,False,False,False,False,False,False,False,True
10.05.2013_15:31,10.05.2013,SZEGED,15:31,SEN,M,AUT,2.0,Wecht Alexander,Trummer Erwin,53,109,166,219,4.0,,,,10.0,5.0,2013.0,False,True,False,False,False,False,False,False,False,False,True
10.05.2013_15:31,10.05.2013,SZEGED,15:31,SEN,M,BLR,6.0,Zhyhadla Dzianis,Litvinchuk Artur,53,109,166,219,5.0,,,,10.0,5.0,2013.0,False,True,False,False,False,False,False,False,False,False,True
10.05.2013_15:31,10.05.2013,SZEGED,15:31,SEN,M,CZE,8.0,Davídek Pavel,Kučera Patrik,53,108,165,221,6.0,,,,10.0,5.0,2013.0,False,True,False,False,False,False,False,False,False,False,True
10.05.2013_15:31,10.05.2013,SZEGED,15:31,SEN,M,POL,1.0,Brzezinski Martin,Warszawski Oskar,54,110,168,221,7.0,,,,10.0,5.0,2013.0,False,True,False,False,False,False,False,False,False,False,True
10.05.2013_15:31,10.05.2013,SZEGED,15:31,SEN,M,HUN,7.0,Bozsik Gábor,Császár Gergely,54,111,167,222,8.0,,,,10.0,5.0,2013.0,False,True,False,False,False,False,False,False,False,False,True
10.05.2013_15:31,10.05.2013,SZEGED,15:31,SEN,M,FIN,9.0,Hakala Jeremy,Nykänen Miika,55,113,170,229,9.0,,,,10.0,5.0,2013.0,False,True,False,False,False,False,False,False,False,False,True
11.05.2013_10:01,11.05.2013,SZEGED,10:01,SEN,M,NOR,7.0,Salbu Daniel,Solhaug Jo Sondre,50,102,155,206,1.0,,,,11.0,5.0,2013.0,False,True,False,False,False,False,True,False,False,False,False
11.05.2013_10:01,11.05.2013,SZEGED,10:01,SEN,M,CZE,2.0,Davídek Pavel,Kučera Patrik,49,102,157,209,2.0,,,,11.0,5.0,2013.0,False,True,False,False,False,False,True,False,False,False,False
11.05.2013_10:01,11.05.2013,SZEGED,10:01,SEN,M,DEN,1.0,Larsen Martin,Axelsen William,49,103,158,209,3.0,,,,11.0,5.0,2013.0,False,True,False,False,False,False,True,False,False,False,False
11.05.2013_10:01,11.05.2013,SZEGED,10:01,SEN,M,ARG,3.0,De Gesus Juan Pablo,Carreras Gonzalo,50,104,159,211,4.0,,,,11.0,5.0,2013.0,False,True,False,False,False,False,True,False,False,False,False
11.05.2013_10:01,11.05.2013,SZEGED,10:01,SEN,M,BLR,6.0,Zhyhadla Dzianis,Litvinchuk Artur,49,104,162,212,5.0,,,,11.0,5.0,2013.0,False,True,False,False,False,False,True,False,False,False,False
11.05.2013_10:01,11.05.2013,SZEGED,10:01,SEN,M,HUN,9.0,Bozsik Gábor,Császár Gergely,51,106,161,213,6.0,,,,11.0,5.0,2013.0,False,True,False,False,False,False,True,False,False,False,False
11.05.2013_10:01,11.05.2013,SZEGED,10:01,SEN,M,POR,5.0,Fernandes David,Ribeiro João,49,104,161,213,7.0,,,,11.0,5.0,2013.0,False,True,False,False,False,False,True,False,False,False,False
11.05.2013_10:01,11.05.2013,SZEGED,10:01,SEN,M,POL,8.0,Brzezinski Martin,Warszawski Oskar,52,107,163,213,8.0,,,,11.0,5.0,2013.0,False,True,False,False,False,False,True,False,False,False,False
11.05.2013_10:01,11.05.2013,SZEGED,10:01,SEN,M,AUT,4.0,Wecht Alexander,Trummer Erwin,50,105,163,216,9.0,,,,11.0,5.0,2013.0,False,True,False,False,False,False,True,False,False,False,False
11.05.2013_11:12,11.05.2013,SZEGED,11:12,SEN,M,HUN,5.0,Dombi Rudolf,Kökény Roland,47,98,151,200,1.0,,,,11.0,5.0,2013.0,False,True,False,False,False,True,False,False,False,False,False
11.05.2013_11:12,11.05.2013,SZEGED,11:12,SEN,M,RUS,6.0,Medvedev Ilya,Ryakhov Anton,48,101,152,201,2.0,,,,11.0,5.0,2013.0,False,True,False,False,False,True,False,False,False,False,False
11.05.2013_11:12,11.05.2013,SZEGED,11:12,SEN,M,POL,3.0,Szandrach Pawel,Kujawski Mariusz,48,100,153,202,3.0,,,,11.0,5.0,2013.0,False,True,False,False,False,True,False,False,False,False,False
11.05.2013_11:12,11.05.2013,SZEGED,11:12,SEN,M,CZE,7.0,Havel Daniel,Štěrba Jan,48,100,153,203,4.0,,,,11.0,5.0,2013.0,False,True,False,False,False,True,False,False,False,False,False
11.05.2013_11:12,11.05.2013,SZEGED,11:12,SEN,M,CUB,1.0,Zulueta Arencibia Maikel,Riveaux Reiner Torres,48,102,156,207,5.0,,,,11.0,5.0,2013.0,False,True,False,False,False,True,False,False,False,False,False
11.05.2013_11:12,11.05.2013,SZEGED,11:12,SEN,M,SRB,8.0,Pajic Dejan,Stanojevic Dusko,48,100,155,207,6.0,,,,11.0,5.0,2013.0,False,True,False,False,False,True,False,False,False,False,False
11.05.2013_11:12,11.05.2013,SZEGED,11:12,SEN,M,SWE,2.0,Hemselius Daniel,Barsk Johannes,48,103,158,209,7.0,,,,11.0,5.0,2013.0,False,True,False,False,False,True,False,False,False,False,False
11.05.2013_11:12,11.05.2013,SZEGED,11:12,SEN,M,GRB,9.0,Rutherford Edward,Daniels Andrew,50,103,157,209,8.0,,,,11.0,5.0,2013.0,False,True,False,False,False,True,False,False,False,False,False
11.05.2013_11:12,11.05.2013,SZEGED,11:12,SEN,M,POR,4.0,Pimenta Fernando,Silva Emanuel,47,102,173,240,9.0,,,,11.0,5.0,2013.0,False,True,False,False,False,True,False,False,False,False,False
29.08.2013_10:22,29.08.2013,DUISBURG,10:22,SEN,M,BLR,4.0,"MIADZVEDZEU, Pavel","YURENIA, Aleh",45,92,142,191,1.0,,"0,9 m/s",SSW,29.0,8.0,2013.0,True,False,False,False,False,False,False,False,True,False,False
29.08.2013_10:22,29.08.2013,DUISBURG,10:22,SEN,M,SVK,5.0,"VLCEK, Erik","TARR, Juraj",44,93,142,192,2.0,,"0,9 m/s",SSW,29.0,8.0,2013.0,True,False,False,False,False,False,False,False,True,False,False
29.08.2013_10:22,29.08.2013,DUISBURG,10:22,SEN,M,POL,7.0,"SZANDRACH, Pawel","KUJAWSKI, Mariusz",46,94,144,193,3.0,,"0,9 m/s",SSW,29.0,8.0,2013.0,True,False,False,False,False,False,False,False,True,False,False
29.08.2013_10:22,29.08.2013,DUISBURG,10:22,SEN,M,UKR,2.0,"KOPYSTYNSKYI, Roman","BASHTOVYY, Serhiy",46,95,146,194,4.0,,"0,9 m/s",SSW,29.0,8.0,2013.0,True,False,False,False,False,False,False,False,True,False,False
29.08.2013_10:22,29.08.2013,DUISBURG,10:22,SEN,M,CZE,6.0,"ŠPICAR, Jakub","ŠLOUF, Radek",46,94,145,194,5.0,,"0,9 m/s",SSW,29.0,8.0,2013.0,True,False,False,False,False,False,False,False,True,False,False
29.08.2013_10:22,29.08.2013,DUISBURG,10:22,SEN,M,NOR,3.0,"SOLHAUG, Jo Sondre","SALBU, Daniel",47,96,146,195,6.0,,"0,9 m/s",SSW,29.0,8.0,2013.0,True,False,False,False,False,False,False,False,True,False,False
29.08.2013_10:22,29.08.2013,DUISBURG,10:22,SEN,M,FIN,9.0,"HAKALA, Jeremy","NYKÄNEN, Miika",47,97,149,201,7.0,,"0,9 m/s",SSW,29.0,8.0,2013.0,True,False,False,False,False,False,False,False,True,False,False
29.08.2013_10:22,29.08.2013,DUISBURG,10:22,SEN,M,KOR,8.0,"CHO, Jeonghyun","LEE, Jonghyun",47,98,154,208,8.0,,"0,9 m/s",SSW,29.0,8.0,2013.0,True,False,False,False,False,False,False,False,True,False,False
29.08.2013_10:29,29.08.2013,DUISBURG,10:29,SEN,M,POR,7.0,"SILVA, Emanuel","RIBEIRO, João",44,94,144,193,1.0,,"1,1 m/s",SES,29.0,8.0,2013.0,True,False,False,False,False,False,False,False,True,False,False
29.08.2013_10:29,29.08.2013,DUISBURG,10:29,SEN,M,AUS,4.0,"STEWART, Murray","CLEAR, Jacob",44,92,142,193,2.0,,"1,1 m/s",SES,29.0,8.0,2013.0,True,False,False,False,False,False,False,False,True,False,False
29.08.2013_10:29,29.08.2013,DUISBURG,10:29,SEN,M,ESP,6.0,"COSGAYA NORIEGA, Diego","PEREZ RIAL, Carlos",44,93,144,195,3.0,,"1,1 m/s",SES,29.0,8.0,2013.0,True,False,False,False,False,False,False,False,True,False,False
29.08.2013_10:29,29.08.2013,DUISBURG,10:29,SEN,M,SRB,3.0,"PAJIC, Dejan","STANOJEVIC, Dusko",45,94,145,195,4.0,,"1,1 m/s",SES,29.0,8.0,2013.0,True,False,False,False,False,False,False,False,True,False,False
29.08.2013_10:29,29.08.2013,DUISBURG,10:29,SEN,M,ROU,8.0,"PORCARASU, Iustin","COSTEA, Daniel",44,93,145,196,5.0,,"1,1 m/s",SES,29.0,8.0,2013.0,True,False,False,False,False,False,False,False,True,False,False
29.08.2013_10:29,29.08.2013,DUISBURG,10:29,SEN,M,CUB,2.0,"ZULUETA ARENCIBIA, Maikel","GARCIA RODRIGUEZ, Jorge A",44,94,146,198,6.0,,"1,1 m/s",SES,29.0,8.0,2013.0,True,False,False,False,False,False,False,False,True,False,False
29.08.2013_10:29,29.08.2013,DUISBURG,10:29,SEN,M,SWE,5.0,"HEMSELIUS, Daniel","NATHELL, Martin",46,96,148,200,7.0,,"1,1 m/s",SES,29.0,8.0,2013.0,True,False,False,False,False,False,False,False,True,False,False
29.08.2013_10:22,29.08.2013,DUISBURG,10:22,SEN,M,HUN,6.0,"DOMBI, Rudolf","KÖKÉNY, Roland",45,94,144,192,1.0,,"2,7 m/s",SE,29.0,8.0,2013.0,True,False,False,False,False,False,False,False,True,False,False
29.08.2013_10:22,29.08.2013,DUISBURG,10:22,SEN,M,RUS,5.0,"MEDVEDEV, Ilya ","RYAKHOV, Anton",45,94,143,193,2.0,,"2,7 m/s",SE,29.0,8.0,2013.0,True,False,False,False,False,False,False,False,True,False,False
29.08.2013_10:22,29.08.2013,DUISBURG,10:22,SEN,M,CAN,4.0,"VAN KOEVERDEN, Adam","REARDON, Brady",45,96,146,194,3.0,,"2,7 m/s",SE,29.0,8.0,2013.0,True,False,False,False,False,False,False,False,True,False,False
29.08.2013_10:22,29.08.2013,DUISBURG,10:22,SEN,M,MEX,8.0,"LABRADA REINOSA, Osvaldo","MONTALVO GARCIA, Carlos",46,95,146,195,4.0,,"2,7 m/s",SE,29.0,8.0,2013.0,True,False,False,False,False,False,False,False,True,False,False
29.08.2013_10:22,29.08.2013,DUISBURG,10:22,SEN,M,EST,2.0,"ALUPERE, Kaarel","TOOTSI, Tarmo",45,95,146,196,5.0,,"2,7 m/s",SE,29.0,8.0,2013.0,True,False,False,False,False,False,False,False,True,False,False
29.08.2013_10:22,29.08.2013,DUISBURG,10:22,SEN,M,DEN,7.0,"KERRN, Mads Herbert","SIMENSEN, Emil Staer",46,95,147,198,6.0,,"2,7 m/s",SE,29.0,8.0,2013.0,True,False,False,False,False,False,False,False,True,False,False
29.08.2013_10:22,29.08.2013,DUISBURG,10:22,SEN,M,VEN,9.0,"RAMOS, Jose Giovanny","AQUINO, Omar",45,95,147,200,7.0,,"2,7 m/s",SE,29.0,8.0,2013.0,True,False,False,False,False,False,False,False,True,False,False
29.08.2013_10:22,29.08.2013,DUISBURG,10:22,SEN,M,LAT,3.0,"ANDERSONS, Janis","ALKSNIS, Girts",48,99,157,214,8.0,,"2,7 m/s",SE,29.0,8.0,2013.0,True,False,False,False,False,False,False,False,True,False,False
29.08.2013_10:43,29.08.2013,DUISBURG,10:43,SEN,M,GER,6.0,"RENDSCHMIDT, Max","GROSS, Marcus",44,93,142,192,1.0,,"1,9 m/s",EES,29.0,8.0,2013.0,True,False,False,False,False,False,False,False,True,False,False
29.08.2013_10:43,29.08.2013,DUISBURG,10:43,SEN,M,BEL,5.0,"CAUWENBERGH, Olivier ","PANNECOUCKE, Laurens",45,93,143,193,2.0,,"1,9 m/s",EES,29.0,8.0,2013.0,True,False,False,False,False,False,False,False,True,False,False
29.08.2013_10:43,29.08.2013,DUISBURG,10:43,SEN,M,LTU,7.0,"NEKRIOSIUS, Ricardas","OLIJNIK, Andrej",46,95,145,194,3.0,,"1,9 m/s",EES,29.0,8.0,2013.0,True,False,False,False,False,False,False,False,True,False,False
29.08.2013_10:43,29.08.2013,DUISBURG,10:43,SEN,M,ARG,3.0,"DE GESÚS, Juan Pablo","CARRERAS, Gonzalo",45,94,145,195,4.0,,"1,9 m/s",EES,29.0,8.0,2013.0,True,False,False,False,False,False,False,False,True,False,False
29.08.2013_10:43,29.08.2013,DUISBURG,10:43,SEN,M,ITA,8.0,"BENASSI, Maximilian","RICCHETTI, Alberto",46,95,146,196,5.0,,"1,9 m/s",EES,29.0,8.0,2013.0,True,False,False,False,False,False,False,False,True,False,False
29.08.2013_10:43,29.08.2013,DUISBURG,10:43,SEN,M,GBR,4.0,"RUTHERFORD, Edward","DANIELS, Andrew",46,96,147,198,6.0,,"1,9 m/s",EES,29.0,8.0,2013.0,True,False,False,False,False,False,False,False,True,False,False
29.08.2013_10:43,29.08.2013,DUISBURG,10:43,SEN,M,KAZ,2.0,"ALEXEYEV, Yevgeniy","DERGUNOV, Alexey",48,101,157,209,7.0,,"1,9 m/s",EES,29.0,8.0,2013.0,True,False,False,False,False,False,False,False,True,False,False
29.08.2013_17:17,29.08.2013,DUISBURG,17:17,SEN,M,BEL,4.0,"CAUWENBERGH, Olivier ","PANNECOUCKE, Laurens",46,97,149,196,1.0,,"0,7 m/s",W,29.0,8.0,2013.0,True,False,False,False,False,False,False,False,False,False,True
29.08.2013_17:17,29.08.2013,DUISBURG,17:17,SEN,M,POL,6.0,"SZANDRACH, Pawel","KUJAWSKI, Mariusz",46,97,149,197,2.0,,"0,7 m/s",W,29.0,8.0,2013.0,True,False,False,False,False,False,False,False,False,False,True
29.08.2013_17:17,29.08.2013,DUISBURG,17:17,SEN,M,POR,5.0,"SILVA, Emanuel","RIBEIRO, João",45,96,149,198,3.0,,"0,7 m/s",W,29.0,8.0,2013.0,True,False,False,False,False,False,False,False,False,False,True
29.08.2013_17:17,29.08.2013,DUISBURG,17:17,SEN,M,UKR,2.0,"KOPYSTYNSKYI, Roman","BASHTOVYY, Serhiy",46,97,150,200,4.0,,"0,7 m/s",W,29.0,8.0,2013.0,True,False,False,False,False,False,False,False,False,False,True
29.08.2013_17:17,29.08.2013,DUISBURG,17:17,SEN,M,MEX,7.0,"LABRADA REINOSA, Osvaldo","MONTALVO GARCIA, Carlos",45,97,150,200,5.0,,"0,7 m/s",W,29.0,8.0,2013.0,True,False,False,False,False,False,False,False,False,False,True
29.08.2013_17:17,29.08.2013,DUISBURG,17:17,SEN,M,CAN,3.0,"VAN KOEVERDEN, Adam","REARDON, Brady",45,97,150,201,6.0,,"0,7 m/s",W,29.0,8.0,2013.0,True,False,False,False,False,False,False,False,False,False,True
29.08.2013_17:17,29.08.2013,DUISBURG,17:17,SEN,M,ROU,8.0,"PORCARASU, Iustin","COSTEA, Daniel",46,98,151,202,7.0,,"0,7 m/s",W,29.0,8.0,2013.0,True,False,False,False,False,False,False,False,False,False,True
29.08.2013_17:17,29.08.2013,DUISBURG,17:17,SEN,M,GBR,9.0,"RUTHERFORD, Edward","DANIELS, Andrew",46,98,152,207,8.0,,"0,7 m/s",W,29.0,8.0,2013.0,True,False,False,False,False,False,False,False,False,False,True
29.08.2013_17:17,29.08.2013,DUISBURG,17:17,SEN,M,VEN,1.0,"RAMOS, Jose Giovanny","AQUINO, Omar",47,102,158,211,9.0,,"0,7 m/s",W,29.0,8.0,2013.0,True,False,False,False,False,False,False,False,False,False,True
29.08.2013_17:10,29.08.2013,DUISBURG,17:10,SEN,M,BLR,5.0,"MIADZVEDZEU, Pavel","YURENIA, Aleh",44,94,144,193,1.0,,"0,7 m/s",W,29.0,8.0,2013.0,True,False,False,False,False,False,False,False,False,False,True
29.08.2013_17:10,29.08.2013,DUISBURG,17:10,SEN,M,AUS,4.0,"STEWART, Murray","CLEAR, Jacob",45,93,143,194,2.0,,"0,7 m/s",W,29.0,8.0,2013.0,True,False,False,False,False,False,False,False,False,False,True
29.08.2013_17:10,29.08.2013,DUISBURG,17:10,SEN,M,RUS,6.0,"MEDVEDEV, Ilya ","RYAKHOV, Anton",45,95,146,196,3.0,,"0,7 m/s",W,29.0,8.0,2013.0,True,False,False,False,False,False,False,False,False,False,True
29.08.2013_17:10,29.08.2013,DUISBURG,17:10,SEN,M,LTU,3.0,"NEKRIOSIUS, Ricardas","OLIJNIK, Andrej",46,96,148,198,4.0,,"0,7 m/s",W,29.0,8.0,2013.0,True,False,False,False,False,False,False,False,False,False,True
29.08.2013_17:10,29.08.2013,DUISBURG,17:10,SEN,M,CZE,8.0,"ŠPICAR, Jakub","ŠLOUF, Radek",46,96,148,198,5.0,,"0,7 m/s",W,29.0,8.0,2013.0,True,False,False,False,False,False,False,False,False,False,True
29.08.2013_17:10,29.08.2013,DUISBURG,17:10,SEN,M,EST,2.0,"ALUPERE, Kaarel","TOOTSI, Tarmo",46,97,149,199,6.0,,"0,7 m/s",W,29.0,8.0,2013.0,True,False,False,False,False,False,False,False,False,False,True
29.08.2013_17:10,29.08.2013,DUISBURG,17:10,SEN,M,ARG,7.0,"DE GESÚS, Juan Pablo","CARRERAS, Gonzalo",45,96,149,199,7.0,,"0,7 m/s",W,29.0,8.0,2013.0,True,False,False,False,False,False,False,False,False,False,True
29.08.2013_17:10,29.08.2013,DUISBURG,17:10,SEN,M,SWE,9.0,"HEMSELIUS, Daniel","NATHELL, Martin",46,97,153,206,8.0,,"0,7 m/s",W,29.0,8.0,2013.0,True,False,False,False,False,False,False,False,False,False,True
29.08.2013_17:10,29.08.2013,DUISBURG,17:10,SEN,M,CUB,1.0,"ZULUETA ARENCIBIA, Maikel","GARCIA RODRIGUEZ, Jorge A",44,96,153,206,9.0,,"0,7 m/s",W,29.0,8.0,2013.0,True,False,False,False,False,False,False,False,False,False,True
29.08.2013_17:24,29.08.2013,DUISBURG,17:24,SEN,M,GER,5.0,"RENDSCHMIDT, Max","GROSS, Marcus",45,95,147,196,1.0,,"0,7 m/s",W,29.0,8.0,2013.0,True,False,False,False,False,False,False,False,False,False,True
29.08.2013_17:24,29.08.2013,DUISBURG,17:24,SEN,M,SVK,6.0,"VLCEK, Erik","TARR, Juraj",46,97,148,197,2.0,,"0,7 m/s",W,29.0,8.0,2013.0,True,False,False,False,False,False,False,False,False,False,True
29.08.2013_17:24,29.08.2013,DUISBURG,17:24,SEN,M,HUN,4.0,Dombi Rudolf,Kökény Roland,46,96,148,199,3.0,,"0,7 m/s",W,29.0,8.0,2013.0,True,False,False,False,False,False,False,False,False,False,True
29.08.2013_17:24,29.08.2013,DUISBURG,17:24,SEN,M,SRB,7.0,"PAJIC, Dejan","STANOJEVIC, Dusko",46,97,149,199,4.0,,"0,7 m/s",W,29.0,8.0,2013.0,True,False,False,False,False,False,False,False,False,False,True
29.08.2013_17:24,29.08.2013,DUISBURG,17:24,SEN,M,ESP,3.0,"COSGAYA NORIEGA, Diego","PEREZ RIAL, Carlos",46,97,150,202,5.0,,"0,7 m/s",W,29.0,8.0,2013.0,True,False,False,False,False,False,False,False,False,False,True
29.08.2013_17:24,29.08.2013,DUISBURG,17:24,SEN,M,DEN,8.0,"KERRN, Mads Herbert","SIMENSEN, Emil Staer",47,99,153,204,6.0,,"0,7 m/s",W,29.0,8.0,2013.0,True,False,False,False,False,False,False,False,False,False,True
29.08.2013_17:24,29.08.2013,DUISBURG,17:24,SEN,M,FIN,9.0,"HAKALA, Jeremy","NYKÄNEN, Miika",47,100,154,205,7.0,,"0,7 m/s",W,29.0,8.0,2013.0,True,False,False,False,False,False,False,False,False,False,True
29.08.2013_17:24,29.08.2013,DUISBURG,17:24,SEN,M,NOR,1.0,"SOLHAUG, Jo Sondre","SALBU, Daniel",46,99,154,207,8.0,,"0,7 m/s",W,29.0,8.0,2013.0,True,False,False,False,False,False,False,False,False,False,True
31.08.2013_12:16,31.08.2013,DUISBURG,12:16,SEN,M,LTU,5.0,"NEKRIOSIUS, Ricardas","OLIJNIK, Andrej",46,97,147,198,1.0,,"1,3 m/s",SW,31.0,8.0,2013.0,True,False,False,False,False,False,True,False,False,False,False
31.08.2013_12:16,31.08.2013,DUISBURG,12:16,SEN,M,UKR,6.0,"KOPYSTYNSKYI, Roman","BASHTOVYY, Serhiy",46,97,149,199,2.0,,"1,3 m/s",SW,31.0,8.0,2013.0,True,False,False,False,False,False,True,False,False,False,False
31.08.2013_12:16,31.08.2013,DUISBURG,12:16,SEN,M,SRB,4.0,"PAJIC, Dejan","STANOJEVIC, Dusko",46,96,147,199,3.0,,"1,3 m/s",SW,31.0,8.0,2013.0,True,False,False,False,False,False,True,False,False,False,False
31.08.2013_12:16,31.08.2013,DUISBURG,12:16,SEN,M,CAN,1.0,"VAN KOEVERDEN, Adam","REARDON, Brady",47,98,149,199,4.0,,"1,3 m/s",SW,31.0,8.0,2013.0,True,False,False,False,False,False,True,False,False,False,False
31.08.2013_12:16,31.08.2013,DUISBURG,12:16,SEN,M,CZE,7.0,"ŠPICAR, Jakub","ŠLOUF, Radek",47,97,149,200,5.0,,"1,3 m/s",SW,31.0,8.0,2013.0,True,False,False,False,False,False,True,False,False,False,False
31.08.2013_12:16,31.08.2013,DUISBURG,12:16,SEN,M,EST,2.0,"ALUPERE, Kaarel","TOOTSI, Tarmo",47,98,151,201,6.0,,"1,3 m/s",SW,31.0,8.0,2013.0,True,False,False,False,False,False,True,False,False,False,False
31.08.2013_12:16,31.08.2013,DUISBURG,12:16,SEN,M,ESP,8.0,"COSGAYA NORIEGA, Diego","PEREZ RIAL, Carlos",46,97,150,202,7.0,,"1,3 m/s",SW,31.0,8.0,2013.0,True,False,False,False,False,False,True,False,False,False,False
31.08.2013_12:16,31.08.2013,DUISBURG,12:16,SEN,M,MEX,3.0,"LABRADA REINOSA, Osvaldo","MONTALVO GARCIA, Carlos",46,99,153,203,8.0,,"1,3 m/s",SW,31.0,8.0,2013.0,True,False,False,False,False,False,True,False,False,False,False
31.08.2013_12:16,31.08.2013,DUISBURG,12:16,SEN,M,DEN,9.0,"KERRN, Mads Herbert","SIMENSEN, Emil Staer",48,99,153,205,9.0,,"1,3 m/s",SW,31.0,8.0,2013.0,True,False,False,False,False,False,True,False,False,False,False
31.08.2013_15:46,31.08.2013,DUISBURG,15:46,SEN,M,GER,6.0,"RENDSCHMIDT, Max","GROSS, Marcus",47,99,152,202,1.0,,"1,7 m/s",W,31.0,8.0,2013.0,True,False,False,False,False,True,False,False,False,False,False
31.08.2013_15:46,31.08.2013,DUISBURG,15:46,SEN,M,BLR,5.0,"MIADZVEDZEU, Pavel","YURENIA, Aleh",48,98,151,203,2.0,,"1,7 m/s",W,31.0,8.0,2013.0,True,False,False,False,False,True,False,False,False,False,False
31.08.2013_15:46,31.08.2013,DUISBURG,15:46,SEN,M,HUN,9.0,Dombi Rudolf,Kökény Roland,48,99,153,203,3.0,,"1,7 m/s",W,31.0,8.0,2013.0,True,False,False,False,False,True,False,False,False,False,False
31.08.2013_15:46,31.08.2013,DUISBURG,15:46,SEN,M,POL,7.0,"SZANDRACH, Pawel","KUJAWSKI, Mariusz",49,100,153,203,4.0,,"1,7 m/s",W,31.0,8.0,2013.0,True,False,False,False,False,True,False,False,False,False,False
31.08.2013_15:46,31.08.2013,DUISBURG,15:46,SEN,M,AUS,3.0,"STEWART, Murray","CLEAR, Jacob",48,99,152,204,5.0,,"1,7 m/s",W,31.0,8.0,2013.0,True,False,False,False,False,True,False,False,False,False,False
31.08.2013_15:46,31.08.2013,DUISBURG,15:46,SEN,M,BEL,4.0,"CAUWENBERGH, Olivier ","PANNECOUCKE, Laurens",49,100,154,205,6.0,,"1,7 m/s",W,31.0,8.0,2013.0,True,False,False,False,False,True,False,False,False,False,False
31.08.2013_15:46,31.08.2013,DUISBURG,15:46,SEN,M,POR,1.0,"SILVA, Emanuel","RIBEIRO, João",47,100,154,206,7.0,,"1,7 m/s",W,31.0,8.0,2013.0,True,False,False,False,False,True,False,False,False,False,False
31.08.2013_15:46,31.08.2013,DUISBURG,15:46,SEN,M,RUS,8.0,"MEDVEDEV, Ilya ","RYAKHOV, Anton",49,101,154,206,8.0,,"1,7 m/s",W,31.0,8.0,2013.0,True,False,False,False,False,True,False,False,False,False,False
31.08.2013_15:46,31.08.2013,DUISBURG,15:46,SEN,M,SVK,2.0,"VLCEK, Erik","TARR, Juraj",48,100,154,207,9.0,,"1,7 m/s",W,31.0,8.0,2013.0,True,False,False,False,False,True,False,False,False,False,False
16.05.2014_11:05,16.05.2014,RACICE,11:05,SEN,M,GER,8.0,RENDSCHMIDT Max,GROSS Marcus,48,96,148,202,1.0,13.0,,,16.0,5.0,2014.0,False,True,False,False,False,False,False,False,True,False,False
16.05.2014_11:05,16.05.2014,RACICE,11:05,SEN,M,FRA,3.0,HYBOIS Arnaud,HUBERT Etienne,49,97,152,205,2.0,13.0,,,16.0,5.0,2014.0,False,True,False,False,False,False,False,False,True,False,False
16.05.2014_11:05,16.05.2014,RACICE,11:05,SEN,M,HUN,4.0,JANZA Richárd,KORONDY Tamás,51,101,155,206,3.0,13.0,,,16.0,5.0,2014.0,False,True,False,False,False,False,False,False,True,False,False
16.05.2014_11:05,16.05.2014,RACICE,11:05,SEN,M,GBR,6.0,BOYTON Jonathan,RUTHERFORD Edward,52,104,155,206,4.0,13.0,,,16.0,5.0,2014.0,False,True,False,False,False,False,False,False,True,False,False
16.05.2014_11:05,16.05.2014,RACICE,11:05,SEN,M,CAN,2.0,CLARKE Rob,JESSOP Andrew,48,98,154,208,5.0,13.0,,,16.0,5.0,2014.0,False,True,False,False,False,False,False,False,True,False,False
16.05.2014_11:05,16.05.2014,RACICE,11:05,SEN,M,TUR,5.0,GYÖKÖS Layos,MARQUES Carlos,52,102,158,209,6.0,13.0,,,16.0,5.0,2014.0,False,True,False,False,False,False,False,False,True,False,False
