Race,Date,Place,Time,Category,Sex,Country,Lane,Person 1,Person 2,split time 1,split time 2,split time 3,Total Time,Final Rank,Air Temp,Wind Speed,Wind Direction,Day,Month,Year,Competiton Type_WORLD CHAMP,Competiton Type_WORLD CUP,Competiton Type_WORLDCHAMPIONSHIPS,Competiton Type_WORLDCHAMPIONSHIPS  ,Competiton Type_WORLDCUP,Competition Round_FINAL A,Competition Round_FINAL B,Competition Round_FINAL C,Competition Round_HEAT,Competition Round_SEMI FINAL,Competition Round_SEMIFINAL
16.05.2014_11:05,16.05.2014,RACICE,11:05,SEN,M,BEL,1.0,BROEKX Toon,BROEKX Piet,50,100,157,209,7.0,13.0,,,16.0,5.0,2014.0,False,True,False,False,False,False,False,False,True,False,False
16.05.2014_11:05,16.05.2014,RACICE,11:05,SEN,M,SIN,7.0,TAY Zi Qiang,"LEE Wei Liang, Bill",53,110,165,234,8.0,13.0,,,16.0,5.0,2014.0,False,True,False,False,False,False,False,False,True,False,False
16.05.2014_11:12,16.05.2014,RACICE,11:12,SEN,M,SVK,8.0,KRAJÈOVIÈ Marek,JAKUBÍK Gábor,47,96,149,203,1.0,13.0,,,16.0,5.0,2014.0,False,True,False,False,False,False,False,False,True,False,False
16.05.2014_11:12,16.05.2014,RACICE,11:12,SEN,M,ARG,6.0,DAL BO Daniel,CARRERAS Gonzalo,48,99,152,206,2.0,13.0,,,16.0,5.0,2014.0,False,True,False,False,False,False,False,False,True,False,False
16.05.2014_11:12,16.05.2014,RACICE,11:12,SEN,M,IRI,4.0,AGHAMIRZAEIJENAGHRAD Ali,FAZLOULA Saeid,53,103,157,208,3.0,13.0,,,16.0,5.0,2014.0,False,True,False,False,False,False,False,False,True,False,False
16.05.2014_11:12,16.05.2014,RACICE,11:12,SEN,M,FIN,5.0,HAKALA Jeremy,NYKÄNEN Miika,52,101,155,208,4.0,13.0,,,16.0,5.0,2014.0,False,True,False,False,False,False,False,False,True,False,False
16.05.2014_11:12,16.05.2014,RACICE,11:12,SEN,M,KAZ,2.0,ALEXEYEV Yevgeniy,DERGUNOV Alexey,51,104,160,215,5.0,13.0,,,16.0,5.0,2014.0,False,True,False,False,False,False,False,False,True,False,False
16.05.2014_11:19,16.05.2014,RACICE,11:19,SEN,M,SVK,6.0,VLÈEK Erik,TARR Juraj,50,99,153,201,1.0,13.0,,,16.0,5.0,2014.0,False,True,False,False,False,False,False,False,True,False,False
16.05.2014_11:19,16.05.2014,RACICE,11:19,SEN,M,RUS,1.0,LUCHKIN Kirill,NIKOLAEV Pavel,49,98,153,202,2.0,13.0,,,16.0,5.0,2014.0,False,True,False,False,False,False,False,False,True,False,False
16.05.2014_11:19,16.05.2014,RACICE,11:19,SEN,M,CZE,2.0,ADAM Jakub,TREFIL Lukáš,52,101,154,207,3.0,13.0,,,16.0,5.0,2014.0,False,True,False,False,False,False,False,False,True,False,False
16.05.2014_11:19,16.05.2014,RACICE,11:19,SEN,M,ARG,5.0,CÁCERES Juan Ignacio,DE TORRES Pablo,49,101,155,207,4.0,13.0,,,16.0,5.0,2014.0,False,True,False,False,False,False,False,False,True,False,False
16.05.2014_11:19,16.05.2014,RACICE,11:19,SEN,M,CAN,4.0,REARDON Brady,DUCHESNEAU Phillipe,51,102,156,209,5.0,13.0,,,16.0,5.0,2014.0,False,True,False,False,False,False,False,False,True,False,False
16.05.2014_15:34,16.05.2014,RACICE,15:34,SEN,M,FRA,5.0,HYBOIS Arnaud,HUBERT Etienne,51,101,156,208,1.0,13.0,13,,16.0,5.0,2014.0,False,False,False,False,True,False,False,False,False,False,True
16.05.2014_16:34,16.05.2014,RACICE,16:34,SEN,M,CZE,6.0,ADAM Jakub,TREFIL Lukáš,52,103,157,209,2.0,13.0,13,,16.0,5.0,2014.0,False,False,False,False,True,False,False,False,False,False,True
16.05.2014_17:34,16.05.2014,RACICE,17:34,SEN,M,KAZ,2.0,ALEXEYEV Yevgeniy,DERGUNOV Alexey,49,101,157,210,3.0,13.0,13,,16.0,5.0,2014.0,False,False,False,False,True,False,False,False,False,False,True
16.05.2014_18:34,16.05.2014,RACICE,18:34,SEN,M,GBR,7.0,BOYTON Jonathan,RUTHERFORD Edward,54,106,160,211,4.0,13.0,13,,16.0,5.0,2014.0,False,False,False,False,True,False,False,False,False,False,True
16.05.2014_19:34,16.05.2014,RACICE,19:34,SEN,M,IRI,4.0,AGHAMIRZAEIJENAGHRAD Ali,FAZLOULA Saeid,57,104,161,213,5.0,13.0,13,,16.0,5.0,2014.0,False,False,False,False,True,False,False,False,False,False,True
16.05.2014_20:34,16.05.2014,RACICE,20:34,SEN,M,TUR,1.0,GYÖKÖS Layos,MARQUES Carlos,56,105,162,215,6.0,13.0,13,,16.0,5.0,2014.0,False,False,False,False,True,False,False,False,False,False,True
16.05.2014_21:34,16.05.2014,RACICE,21:34,SEN,M,ARG,3.0,CÁCERES Juan Ignacio,DE TORRES Pablo,50,102,159,215,7.0,13.0,13,,16.0,5.0,2014.0,False,False,False,False,True,False,False,False,False,False,True
16.05.2014_15:41,16.05.2014,RACICE,15:41,SEN,M,RUS,4.0,LUCHKIN Kirill,NIKOLAEV Pavel,50,99,152,205,1.0,13.0,13,,16.0,5.0,2014.0,False,False,False,False,True,False,False,False,False,False,True
16.05.2014_15:41,16.05.2014,RACICE,15:41,SEN,M,ARG,5.0,DAL BO Daniel,CARRERAS Gonzalo,54,103,156,206,2.0,13.0,13,,16.0,5.0,2014.0,False,False,False,False,True,False,False,False,False,False,True
16.05.2014_15:41,16.05.2014,RACICE,15:41,SEN,M,CAN,7.0,CLARKE Rob,JESSOP Andrew,53,101,155,206,3.0,13.0,13,,16.0,5.0,2014.0,False,False,False,False,True,False,False,False,False,False,True
16.05.2014_15:41,16.05.2014,RACICE,15:41,SEN,M,HUN,6.0,JANZA Richárd,KORONDY Tamás,55,104,158,207,4.0,13.0,13,,16.0,5.0,2014.0,False,False,False,False,True,False,False,False,False,False,True
16.05.2014_15:41,16.05.2014,RACICE,15:41,SEN,M,CAN,2.0,REARDON Brady,DUCHESNEAU Phillipe,51,102,158,207,5.0,13.0,13,,16.0,5.0,2014.0,False,False,False,False,True,False,False,False,False,False,True
16.05.2014_15:41,16.05.2014,RACICE,15:41,SEN,M,FIN,3.0,HAKALA Jeremy,NYKÄNEN Miika,56,105,159,210,6.0,13.0,13,,16.0,5.0,2014.0,False,False,False,False,True,False,False,False,False,False,True
16.05.2014_15:41,16.05.2014,RACICE,15:41,SEN,M,BEL,1.0,BROEKX Toon,BROEKX Piet,50,100,157,213,7.0,13.0,13,,16.0,5.0,2014.0,False,False,False,False,True,False,False,False,False,False,True
17.05.2014_9:54,17.05.2014,RACICE,9:54,SEN,M,HUN,4.0,JANZA Richárd,KORONDY Tamás,50,101,156,205,1.0,13.0,13,,17.0,5.0,2014.0,False,False,False,False,True,False,True,False,False,False,False
17.05.2014_9:54,17.05.2014,RACICE,9:54,SEN,M,GBR,5.0,BOYTON Jonathan,RUTHERFORD Edward,52,100,153,205,2.0,13.0,13,,17.0,5.0,2014.0,False,False,False,False,True,False,True,False,False,False,False
17.05.2014_9:54,17.05.2014,RACICE,9:54,SEN,M,CAN,6.0,REARDON Brady,DUCHESNEAU Phillipe,53,103,157,205,3.0,13.0,13,,17.0,5.0,2014.0,False,False,False,False,True,False,True,False,False,False,False
17.05.2014_9:54,17.05.2014,RACICE,9:54,SEN,M,BEL,8.0,BROEKX Toon,BROEKX Piet,49,99,152,205,4.0,13.0,13,,17.0,5.0,2014.0,False,False,False,False,True,False,True,False,False,False,False
17.05.2014_9:54,17.05.2014,RACICE,9:54,SEN,M,ARG,1.0,CÁCERES Juan Ignacio,DE TORRES Pablo,49,100,154,206,5.0,13.0,13,,17.0,5.0,2014.0,False,False,False,False,True,False,True,False,False,False,False
17.05.2014_9:54,17.05.2014,RACICE,9:54,SEN,M,TUR,7.0,GYÖKÖS Layos,MARQUES Carlos,54,102,156,207,6.0,13.0,13,,17.0,5.0,2014.0,False,False,False,False,True,False,True,False,False,False,False
17.05.2014_9:54,17.05.2014,RACICE,9:54,SEN,M,IRI,3.0,AGHAMIRZAEIJENAGHRAD Ali,FAZLOULA Saeid,57,104,158,210,7.0,13.0,13,,17.0,5.0,2014.0,False,False,False,False,True,False,True,False,False,False,False
17.05.2014_9:54,17.05.2014,RACICE,9:54,SEN,M,FIN,2.0,HAKALA Jeremy,NYKÄNEN Miika,56,105,159,212,8.0,13.0,13,,17.0,5.0,2014.0,False,False,False,False,True,False,True,False,False,False,False
17.05.2014_11:03,17.05.2014,RACICE,11:03,SEN,M,GER,5.0,RENDSCHMIDT Max,GROSS Marcus,48,98,150,201,1.0,13.0,13,,17.0,5.0,2014.0,False,False,False,False,True,True,False,False,False,False,False
17.05.2014_11:03,17.05.2014,RACICE,11:03,SEN,M,SVK,6.0,VLÈEK Erik,TARR Juraj,52,99,153,203,2.0,13.0,13,,17.0,5.0,2014.0,False,False,False,False,True,True,False,False,False,False,False
17.05.2014_11:03,17.05.2014,RACICE,11:03,SEN,M,FRA,3.0,HYBOIS Arnaud,HUBERT Etienne,50,103,156,203,3.0,13.0,13,,17.0,5.0,2014.0,False,False,False,False,True,True,False,False,False,False,False
17.05.2014_11:03,17.05.2014,RACICE,11:03,SEN,M,RUS,7.0,LUCHKIN Kirill,NIKOLAEV Pavel,52,100,153,204,4.0,13.0,13,,17.0,5.0,2014.0,False,False,False,False,True,True,False,False,False,False,False
17.05.2014_11:03,17.05.2014,RACICE,11:03,SEN,M,CZE,8.0,ADAM Jakub,TREFIL Lukáš,53,102,154,206,5.0,13.0,13,,17.0,5.0,2014.0,False,False,False,False,True,True,False,False,False,False,False
17.05.2014_11:03,17.05.2014,RACICE,11:03,SEN,M,CAN,9.0,CLARKE Rob,JESSOP Andrew,50,102,157,207,6.0,13.0,13,,17.0,5.0,2014.0,False,False,False,False,True,True,False,False,False,False,False
17.05.2014_11:03,17.05.2014,RACICE,11:03,SEN,M,ARG,2.0,DAL BO Daniel,CARRERAS Gonzalo,56,104,159,209,7.0,13.0,13,,17.0,5.0,2014.0,False,False,False,False,True,True,False,False,False,False,False
17.05.2014_11:03,17.05.2014,RACICE,11:03,SEN,M,SVK,4.0,KRAJÈOVIÈ Marek,JAKUBÍK Gábor,55,101,156,209,8.0,13.0,13,,17.0,5.0,2014.0,False,False,False,False,True,True,False,False,False,False,False
17.05.2014_11:03,17.05.2014,RACICE,11:03,SEN,M,KAZ,1.0,DERGUNOV Alexey,ALEXEYEV Yevgeniy,57,105,160,213,9.0,13.0,13,,17.0,5.0,2014.0,False,False,False,False,True,True,False,False,False,False,False
23.05.2014_10:46,23.05.2014,SZEGED,10:46,SEN,M,FRA,4.0,Hybois Arnaud ,Hubert Etienne ,49,103,,210,1.0,,,,23.0,5.0,2014.0,False,False,False,False,True,False,False,False,True,False,False
23.05.2014_10:46,23.05.2014,SZEGED,10:46,SEN,M,ITA,7.0,Dressino Giulio,Torneo Matteo,49,,,211,2.0,,,,23.0,5.0,2014.0,False,False,False,False,True,False,False,False,True,False,False
23.05.2014_10:46,23.05.2014,SZEGED,10:46,SEN,M,GER,3.0,Rendschmidt Max,Gross Marcus,50,103,160,211,3.0,,,,23.0,5.0,2014.0,False,False,False,False,True,False,False,False,True,False,False
23.05.2014_10:46,23.05.2014,SZEGED,10:46,SEN,M,DEN,2.0,Pretzmann Casper,Stær Emil,51,105,161,212,4.0,,,,23.0,5.0,2014.0,False,False,False,False,True,False,False,False,True,False,False
23.05.2014_10:46,23.05.2014,SZEGED,10:46,SEN,M,TUR,6.0,Gyökös Layos,Marques Carlos,50,106,163,213,5.0,,,,23.0,5.0,2014.0,False,False,False,False,True,False,False,False,True,False,False
23.05.2014_10:46,23.05.2014,SZEGED,10:46,SEN,M,SRB,5.0,Dzigurski Marko,Palfi Krisztian,49,104,163,213,6.0,,,,23.0,5.0,2014.0,False,False,False,False,True,False,False,False,True,False,False
23.05.2014_10:46,23.05.2014,SZEGED,10:46,SEN,M,JPN,1.0,Mizumoto Keiji,Suzuki Yasuhiro,50,104,163,215,7.0,,,,23.0,5.0,2014.0,False,False,False,False,True,False,False,False,True,False,False
23.05.2014_10:53,23.05.2014,SZEGED,10:53,SEN,M,LTU,6.0,Nekriosius Ricardas,Olijnik Andrej,49,101,156,209,1.0,,,,23.0,5.0,2014.0,False,False,False,False,True,False,False,False,True,False,False
23.05.2014_10:53,23.05.2014,SZEGED,10:53,SEN,M,RUS,2.0,Sergeev Aleksandr,Vostrikov Alexey,48,101,160,213,3.0,,,,23.0,5.0,2014.0,False,False,False,False,True,False,False,False,True,False,False
23.05.2014_10:53,23.05.2014,SZEGED,10:53,SEN,M,BEL,4.0,Broekx Toon,Broekx Piet,48,101,159,213,4.0,,,,23.0,5.0,2014.0,False,False,False,False,True,False,False,False,True,False,False
23.05.2014_10:53,23.05.2014,SZEGED,10:53,SEN,M,GBR,7.0,Boyton Jonathon,Rutherford Edward,49,103,160,214,5.0,,,,23.0,5.0,2014.0,False,False,False,False,True,False,False,False,True,False,False
23.05.2014_10:53,23.05.2014,SZEGED,10:53,SEN,M,SVK,8.0,Mysak Denis,Linka Tibor,51,106,164,220,6.0,,,,23.0,5.0,2014.0,False,False,False,False,True,False,False,False,True,False,False
23.05.2014_11:00,23.05.2014,SZEGED,11:00,SEN,M,HUN,5.0,Dombi Rudolf,Kökény Roland,49,102,157,210,1.0,,,,23.0,5.0,2014.0,False,False,False,False,True,False,False,False,True,False,False
23.05.2014_11:00,23.05.2014,SZEGED,11:00,SEN,M,HUN,1.0,Mandrazhiev Vladislav,Spesivtsev Maxim,49,102,156,212,2.0,,,,23.0,5.0,2014.0,False,False,False,False,True,False,False,False,True,False,False
23.05.2014_11:00,23.05.2014,SZEGED,11:00,SEN,M,HUN,7.0,Li Zhenyu,Cai Chuyu,51,105,162,212,3.0,,,,23.0,5.0,2014.0,False,False,False,False,True,False,False,False,True,False,False
23.05.2014_11:00,23.05.2014,SZEGED,11:00,SEN,M,HUN,4.0,Cho Jeonghyun,Kim Jiwon,51,105,162,213,4.0,,,,23.0,5.0,2014.0,False,False,False,False,True,False,False,False,True,False,False
23.05.2014_11:00,23.05.2014,SZEGED,11:00,SEN,M,HUN,3.0,Miller Chris,Collins Stanton,53,109,166,225,5.0,,,,23.0,5.0,2014.0,False,False,False,False,True,False,False,False,True,False,False
23.05.2014_11:00,23.05.2014,SZEGED,11:00,SEN,M,HUN,6.0,Tay Zi Qiang,Lee Wei Liang Bill,54,112,174,234,6.0,,,,23.0,5.0,2014.0,False,False,False,False,True,False,False,False,True,False,False
23.05.2014_11:07,23.05.2014,SZEGED,11:07,SEN,M,SVK,2.0,Vlèek Erik,Tarr Juraj,48,102,157,206,1.0,,,,23.0,5.0,2014.0,False,False,False,False,True,False,False,False,True,False,False
23.05.2014_11:07,23.05.2014,SZEGED,11:07,SEN,M,HUN,4.0,Petrovics Máté,Gere Bálint,49,102,155,208,2.0,,,,23.0,5.0,2014.0,False,False,False,False,True,False,False,False,True,False,False
23.05.2014_11:07,23.05.2014,SZEGED,11:07,SEN,M,SRB,3.0,Zoric Milenko,Aleksic Aleksandar,47,100,156,209,3.0,,,,23.0,5.0,2014.0,False,False,False,False,True,False,False,False,True,False,False
23.05.2014_11:07,23.05.2014,SZEGED,11:07,SEN,M,EST,5.0,Alupere Kaarel,Tootsi Tarmo,48,101,157,210,4.0,,,,23.0,5.0,2014.0,False,False,False,False,True,False,False,False,True,False,False
23.05.2014_11:07,23.05.2014,SZEGED,11:07,SEN,M,CHN,1.0,Liu Chao,Wu Xiaojun,50,104,159,210,5.0,,,,23.0,5.0,2014.0,False,False,False,False,True,False,False,False,True,False,False
23.05.2014_11:07,23.05.2014,SZEGED,11:07,SEN,M,ROM,7.0,Turceag Catalin,Burciu Daniel,49,102,158,211,6.0,,,,23.0,5.0,2014.0,False,False,False,False,True,False,False,False,True,False,False
23.05.2014_11:07,23.05.2014,SZEGED,11:07,SEN,M,SLO,8.0,Apollonio Alan,Blazevic Simon,51,103,159,212,7.0,,,,23.0,5.0,2014.0,False,False,False,False,True,False,False,False,True,False,False
23.05.2014_11:07,23.05.2014,SZEGED,11:07,SEN,M,RSA,6.0,Glass Alasdair Stuart,Collopy Antony,50,103,159,213,8.0,,,,23.0,5.0,2014.0,False,False,False,False,True,False,False,False,True,False,False
23.05.2014_15:27,23.05.2014,SZEGED,15:27,SEN,M,SVK,5.0,Vlèek Erik,Tarr Juraj,48,102,156,204,2.0,,,,23.0,5.0,2014.0,False,False,False,False,True,False,False,False,False,False,True
23.05.2014_15:27,23.05.2014,SZEGED,15:27,SEN,M,ITA,4.0,Dressino Giulio,Torneo Matteo,49,102,155,205,3.0,,,,23.0,5.0,2014.0,False,False,False,False,True,False,False,False,False,False,True
23.05.2014_15:27,23.05.2014,SZEGED,15:27,SEN,M,CHN,3.0,Li Zhenyu,Cai Chuyu,50,104,158,206,4.0,,,,23.0,5.0,2014.0,False,False,False,False,True,False,False,False,False,False,True
23.05.2014_15:27,23.05.2014,SZEGED,15:27,SEN,M,CHN,2.0,Liu Chao,Wu Xiaojun,51,106,159,210,5.0,,,,23.0,5.0,2014.0,False,False,False,False,True,False,False,False,False,False,True
23.05.2014_15:27,23.05.2014,SZEGED,15:27,SEN,M,SVK,1.0,Mysak Denis,Linka Tibor,49,105,160,212,6.0,,,,23.0,5.0,2014.0,False,False,False,False,True,False,False,False,False,False,True
23.05.2014_15:27,23.05.2014,SZEGED,15:27,SEN,M,SLO,9.0,Apollonio Alan,Blazevic Simon,51,107,163,214,7.0,,,,23.0,5.0,2014.0,False,False,False,False,True,False,False,False,False,False,True
23.05.2014_15:27,23.05.2014,SZEGED,15:27,SEN,M,KOR,7.0,Cho Jeonghyun,Kim Jiwon,50,105,162,218,8.0,,,,23.0,5.0,2014.0,False,False,False,False,True,False,False,False,False,False,True
23.05.2014_15:27,23.05.2014,SZEGED,15:27,SEN,M,SRB,8.0,Dzigurski Marko,Palfi Krisztian,65,109,167,218,9.0,,,,23.0,5.0,2014.0,False,False,False,False,True,False,False,False,False,False,True
23.05.2014_15:34,23.05.2014,SZEGED,15:34,SEN,M,HUN,5.0,Dombi Rudolf,Kökény Roland,48,99,154,202,1.0,,,,23.0,5.0,2014.0,False,False,False,False,True,False,False,False,False,False,True
23.05.2014_15:34,23.05.2014,SZEGED,15:34,SEN,M,GER,6.0,Rendschmidt Max,Gross Marcus,47,100,155,202,2.0,,,,23.0,5.0,2014.0,False,False,False,False,True,False,False,False,False,False,True
23.05.2014_15:34,23.05.2014,SZEGED,15:34,SEN,M,EST,2.0,Alupere Kaarel,Tootsi Tarmo,47,99,153,202,3.0,,,,23.0,5.0,2014.0,False,False,False,False,True,False,False,False,False,False,True
23.05.2014_15:34,23.05.2014,SZEGED,15:34,SEN,M,RUS,3.0,Sergeev Aleksandr,Vostrikov Alexey,48,101,155,202,4.0,,,,23.0,5.0,2014.0,False,False,False,False,True,False,False,False,False,False,True
23.05.2014_15:34,23.05.2014,SZEGED,15:34,SEN,M,HUN,4.0,Petrovics Máté,Gere Bálint,49,102,156,206,5.0,,,,23.0,5.0,2014.0,False,False,False,False,True,False,False,False,False,False,True
23.05.2014_15:34,23.05.2014,SZEGED,15:34,SEN,M,RSA,1.0,Glass Alasdair Stuart,Collopy Antony,50,102,158,208,6.0,,,,23.0,5.0,2014.0,False,False,False,False,True,False,False,False,False,False,True
23.05.2014_15:34,23.05.2014,SZEGED,15:34,SEN,M,BEL,7.0,Broekx Toon,Broekx Piet,49,102,159,210,7.0,,,,23.0,5.0,2014.0,False,False,False,False,True,False,False,False,False,False,True
23.05.2014_15:34,23.05.2014,SZEGED,15:34,SEN,M,TUR,8.0,Gyökös Layos,Marques Carlos,51,105,160,210,8.0,,,,23.0,5.0,2014.0,False,False,False,False,True,False,False,False,False,False,True
23.05.2014_15:34,23.05.2014,SZEGED,15:34,SEN,M,SIN,9.0,Tay Zi Qiang,Lee Wei Liang Bill,56,118,183,242,9.0,,,,23.0,5.0,2014.0,False,False,False,False,True,False,False,False,False,False,True
23.05.2014_15:41,23.05.2014,SZEGED,15:41,SEN,M,GRB,2.0,Boyton Jonathon,Rutherford Edward,47,99,152,203,1.0,,,,23.0,5.0,2014.0,False,False,False,False,True,False,False,False,False,False,True
23.05.2014_15:41,23.05.2014,SZEGED,15:41,SEN,M,FRA,5.0,Hybois Arnaud,Hubert Etienne,48,101,155,203,2.0,,,,23.0,5.0,2014.0,False,False,False,False,True,False,False,False,False,False,True
23.05.2014_15:41,23.05.2014,SZEGED,15:41,SEN,M,RUS,4.0,Mandrazhiev Vladislav,Spesivtsev Maxim,48,100,154,204,3.0,,,,23.0,5.0,2014.0,False,False,False,False,True,False,False,False,False,False,True
23.05.2014_15:41,23.05.2014,SZEGED,15:41,SEN,M,SRB,3.0,Zoric Milenko,Aleksic Aleksandar,47,99,155,206,4.0,,,,23.0,5.0,2014.0,False,False,False,False,True,False,False,False,False,False,True
23.05.2014_15:41,23.05.2014,SZEGED,15:41,SEN,M,IRA,6.0,Aghamirzaeijenaghrad Ali,Fazloula Saeid,51,105,160,209,5.0,,,,23.0,5.0,2014.0,False,False,False,False,True,False,False,False,False,False,True
23.05.2014_15:41,23.05.2014,SZEGED,15:41,SEN,M,DEN,7.0,Pretzmann Casper,Stær Emil,50,103,160,214,6.0,,,,23.0,5.0,2014.0,False,False,False,False,True,False,False,False,False,False,True
23.05.2014_15:41,23.05.2014,SZEGED,15:41,SEN,M,JPN,1.0,Mizumoto Keiji,Suzuki Yasuhiro,49,104,163,215,7.0,,,,23.0,5.0,2014.0,False,False,False,False,True,False,False,False,False,False,True
23.05.2014_15:41,23.05.2014,SZEGED,15:41,SEN,M,ROM,9.0,Turceag Catalin,Burciu Daniel,47,100,159,221,8.0,,,,23.0,5.0,2014.0,False,False,False,False,True,False,False,False,False,False,True
23.05.2014_15:41,23.05.2014,SZEGED,15:41,SEN,M,USA,8.0,Miller Chris,Collins Stanton,53,109,173,230,9.0,,,,23.0,5.0,2014.0,False,False,False,False,True,False,False,False,False,False,True
24.05.2014_9:54,24.05.2014,SZEGED,9:54,SEN,M,HUN,3.0,Petrovics Máté,Gere Bálint,48,101,155,208,1.0,,,,24.0,5.0,2014.0,False,False,False,False,True,False,True,False,False,False,False
24.05.2014_9:54,24.05.2014,SZEGED,9:54,SEN,M,SRB,4.0,Zoric Milenko,Aleksic Aleksandar,48,103,157,209,2.0,,,,24.0,5.0,2014.0,False,False,False,False,True,False,True,False,False,False,False
24.05.2014_9:54,24.05.2014,SZEGED,9:54,SEN,M,SVK,2.0,Mysak Denis,Linka Tibor,51,106,160,212,3.0,,,,24.0,5.0,2014.0,False,False,False,False,True,False,True,False,False,False,False
24.05.2014_9:54,24.05.2014,SZEGED,9:54,SEN,M,IRA,8.0,Aghamirzaeijenaghrad Ali,Fazloula Saeid,51,105,161,213,4.0,,,,24.0,5.0,2014.0,False,False,False,False,True,False,True,False,False,False,False
24.05.2014_9:54,24.05.2014,SZEGED,9:54,SEN,M,CHN,5.0,Li Zhenyu,Cai Chuyu,51,104,160,213,5.0,,,,24.0,5.0,2014.0,False,False,False,False,True,False,True,False,False,False,False
24.05.2014_9:54,24.05.2014,SZEGED,9:54,SEN,M,RSA,1.0,Glass Alasdair Stuart,Collopy Antony,49,103,159,214,6.0,,,,24.0,5.0,2014.0,False,False,False,False,True,False,True,False,False,False,False
24.05.2014_9:54,24.05.2014,SZEGED,9:54,SEN,M,RUS,6.0,Sergeev Aleksandr,Vostrikov Alexey,49,104,161,215,7.0,,,,24.0,5.0,2014.0,False,False,False,False,True,False,True,False,False,False,False
24.05.2014_9:54,24.05.2014,SZEGED,9:54,SEN,M,CHN,7.0,Liu Chao,Wu Xiaojun,52,106,163,215,8.0,,,,24.0,5.0,2014.0,False,False,False,False,True,False,True,False,False,False,False
24.05.2014_9:54,24.05.2014,SZEGED,9:54,SEN,M,DEN,9.0,Pretzmann Casper,Stær Emil,50,106,164,216,9.0,,,,24.0,5.0,2014.0,False,False,False,False,True,False,True,False,False,False,False
24.05.2014_11:16,24.05.2014,SZEGED,11:16,SEN,M,FRA,2.0,Hybois Arnaud,Hubert Etienne,47,99,154,204,1.0,,,,24.0,5.0,2014.0,False,False,False,False,True,True,False,False,False,False,False
24.05.2014_11:16,24.05.2014,SZEGED,11:16,SEN,M,GER,7.0,Rendschmidt Max,Gross Marcus,47,100,155,204,2.0,,,,24.0,5.0,2014.0,False,False,False,False,True,True,False,False,False,False,False
24.05.2014_11:16,24.05.2014,SZEGED,11:16,SEN,M,LTU,5.0,Nekriosius Ricardas,Olijnik Andrej,47,99,153,204,3.0,,,,24.0,5.0,2014.0,False,False,False,False,True,True,False,False,False,False,False
24.05.2014_11:16,24.05.2014,SZEGED,11:16,SEN,M,HUN,4.0,Dombi Rudolf,Kökény Roland,48,100,155,204,4.0,,,,24.0,5.0,2014.0,False,False,False,False,True,True,False,False,False,False,False
24.05.2014_11:16,24.05.2014,SZEGED,11:16,SEN,M,SVK,3.0,Vlèek Erik,Tarr Juraj,47,101,156,206,5.0,,,,24.0,5.0,2014.0,False,False,False,False,True,True,False,False,False,False,False
24.05.2014_11:16,24.05.2014,SZEGED,11:16,SEN,M,EST,1.0,Alupere Kaarel,Tootsi Tarmo,47,101,156,209,6.0,,,,24.0,5.0,2014.0,False,False,False,False,True,True,False,False,False,False,False
24.05.2014_11:16,24.05.2014,SZEGED,11:16,SEN,M,ITA,8.0,Dressino Giulio,Torneo Matteo,48,101,157,209,7.0,,,,24.0,5.0,2014.0,False,False,False,False,True,True,False,False,False,False,False
24.05.2014_11:16,24.05.2014,SZEGED,11:16,SEN,M,RUS,9.0,Mandrazhiev Vladislav,Spesivtsev Maxim,48,101,158,211,8.0,,,,24.0,5.0,2014.0,False,False,False,False,True,True,False,False,False,False,False
24.05.2014_11:16,24.05.2014,SZEGED,11:16,SEN,M,GRB,6.0,Boyton Jonathon,Rutherford Edward,48,101,159,211,9.0,,,,24.0,5.0,2014.0,False,False,False,False,True,True,False,False,False,False,False
2.05.2014_10:50,2.05.2014,MILAN,10:50,SEN,M,AUS,6.0,STEWART Murray,CLEAR Jacob,48,97,148,202,1.0,13.0,,,2.0,5.0,2014.0,False,False,False,False,True,False,False,False,True,False,False
2.05.2014_10:50,2.05.2014,MILAN,10:50,SEN,M,SLO,5.0,APOLLONIO Alan,BLAZEVIC Simon,49,101,153,206,2.0,13.0,,,2.0,5.0,2014.0,False,False,False,False,True,False,False,False,True,False,False
2.05.2014_10:50,2.05.2014,MILAN,10:50,SEN,M,HUN,7.0,HUFNAGEL Tibor,CEINER Benjamin,49,100,153,206,3.0,13.0,,,2.0,5.0,2014.0,False,False,False,False,True,False,False,False,True,False,False
2.05.2014_10:50,2.05.2014,MILAN,10:50,SEN,M,SUI,3.0,DOMEISEN Stefan,SUMMERMATTER Andri,51,104,159,215,4.0,13.0,,,2.0,5.0,2014.0,False,False,False,False,True,False,False,False,True,False,False
2.05.2014_10:50,2.05.2014,MILAN,10:50,SEN,M,FIN,8.0,HAKALA Jeremy,NYKANEN Miika,49,102,156,215,5.0,13.0,,,2.0,5.0,2014.0,False,False,False,False,True,False,False,False,True,False,False
2.05.2014_10:50,2.05.2014,MILAN,10:50,SEN,M,KGZ,4.0,BONDAR Maksim,DOROFEEV Igor,50,107,167,229,6.0,13.0,,,2.0,5.0,2014.0,False,False,False,False,True,False,False,False,True,False,False
2.05.2014_15:23,2.05.2014,MILAN,15:23,SEN,M,FIN,3.0,HAKALA Jeremy,NYKANEN Miika,52,107,162,217,1.0,17.0,5 m/s,,2.0,5.0,2014.0,False,False,False,False,True,False,False,False,False,True,False
